id_unidad;blanco_y_nulo;FA;Otros;PLN;PLP;PNR;PSD;PUSC;votos;habilitados
00-1-02-03-0455;1;29;16;142;159;22;52;21;442;620
00-1-02-03-0456;4;19;18;170;147;20;28;27;433;620
00-1-02-03-0457;5;22;7;156;138;14;59;24;425;620
00-1-02-03-0458;1;25;18;160;140;18;46;27;435;620
00-1-02-03-0459;4;21;12;169;161;11;38;20;436;620
00-1-02-03-0460;0;22;12;168;149;14;39;26;430;620
00-1-02-03-0461;2;24;16;161;117;23;36;30;409;620
00-1-02-03-0462;4;32;13;149;159;22;40;25;444;620
00-1-02-03-0463;1;21;17;153;131;16;32;25;396;620
00-1-02-03-0464;4;16;18;137;173;10;43;20;421;620
00-1-02-03-0465;1;29;9;183;153;10;42;27;454;620
00-1-02-03-0466;4;26;11;166;139;15;41;19;421;620
00-1-02-03-0467;3;21;10;169;145;15;26;34;423;620
00-1-02-03-0468;2;23;8;156;139;12;53;25;418;620
00-1-02-03-0469;1;26;7;159;141;19;41;25;419;620
00-1-02-03-0470;0;24;15;170;135;19;45;23;431;628
00-1-02-03-0471;1;24;16;160;173;23;41;28;466;618
00-1-02-03-0472;2;17;14;157;165;25;58;25;463;618
00-1-02-03-0473;5;21;13;159;162;23;55;27;465;618
00-1-02-03-0474;3;31;16;150;140;25;49;23;437;618
00-1-02-03-0475;0;27;23;162;164;12;44;20;452;618
00-1-02-03-0476;3;22;18;133;163;24;41;29;433;618
00-1-02-03-0477;0;21;9;161;157;20;66;24;458;618
00-1-02-03-0478;1;19;23;162;139;18;43;19;424;618
00-1-02-03-0479;4;33;23;145;151;24;50;31;461;618
00-1-02-03-0480;5;24;22;141;157;13;59;27;448;618
00-1-02-03-0481;2;23;17;157;161;20;35;24;439;628
00-1-02-03-0482;3;25;26;114;89;28;53;29;367;556
00-1-02-03-0483;4;39;16;119;103;21;50;30;382;556
00-1-02-03-0484;4;35;24;111;112;33;49;28;396;556
00-1-02-03-0485;2;40;20;115;118;13;60;18;386;556
00-1-02-03-0486;4;33;17;115;101;25;61;33;389;556
00-1-02-03-0487;4;34;13;126;113;26;55;29;400;556
00-1-02-03-0488;2;40;23;106;113;24;46;24;378;556
00-1-02-03-0489;2;32;17;116;95;30;58;29;379;558
00-1-02-03-0490;3;1;8;10;0;1;0;3;26;31
00-1-03-01-0491;3;33;20;157;61;31;72;42;419;601
00-1-03-01-0492;0;41;19;139;55;41;60;45;400;601
00-1-03-01-0493;2;44;22;128;66;43;49;45;399;601
00-1-03-01-0494;1;50;24;125;47;48;83;36;414;601
00-1-03-01-0495;1;42;21;125;66;35;70;45;405;601
00-1-03-01-0496;2;47;26;133;76;31;61;42;418;601
00-1-03-01-0497;2;39;30;148;60;34;51;43;407;601
00-1-03-01-0498;2;50;17;126;73;31;71;35;405;601
00-1-03-01-0499;1;40;30;130;70;38;58;42;409;601
00-1-03-01-0500;3;32;23;150;63;40;58;57;426;601
00-1-03-01-0501;2;37;23;122;72;48;66;34;404;601
00-1-03-01-0502;1;46;27;110;55;48;76;38;401;601
00-1-03-01-0503;1;40;31;135;74;42;68;45;436;601
00-1-03-01-0504;6;46;31;117;58;46;66;48;418;601
00-1-03-01-0505;2;43;24;137;75;44;61;37;423;601
00-1-03-01-0506;4;50;13;127;56;31;69;41;391;616
00-1-03-01-0507;3;31;28;87;52;65;74;39;379;605
00-1-03-01-0508;4;33;15;106;52;58;56;39;363;605
00-1-03-01-0509;4;33;23;97;57;63;77;35;389;605
00-1-03-01-0510;244;47;25;90;53;46;73;27;605;605
00-1-03-01-0511;7;33;30;72;57;66;73;38;376;605
00-1-03-01-0512;6;31;36;96;46;69;59;32;375;605
00-1-03-01-0513;3;31;25;122;52;52;70;39;394;605
00-1-03-01-0514;5;37;31;91;59;56;58;39;376;605
00-1-03-01-0515;4;37;30;111;69;55;75;42;423;605
00-1-03-01-0516;5;44;27;100;53;57;53;35;374;605
00-1-03-01-0517;3;28;28;114;48;45;52;27;345;605
00-1-03-01-0518;2;37;27;94;53;54;71;26;364;605
00-1-03-01-0519;2;54;31;94;59;64;48;33;385;605
00-1-03-01-0520;3;33;26;121;53;71;56;29;392;605
00-1-03-01-0521;2;36;27;108;56;51;64;35;379;605
00-1-03-01-0522;3;30;33;77;54;70;71;30;368;605
00-1-03-01-0523;3;39;21;83;51;71;77;35;380;605
00-1-03-01-0524;6;42;24;91;78;46;69;45;401;605
00-1-03-01-0525;2;41;25;101;57;59;67;42;394;605
00-1-03-01-0526;0;49;26;112;62;56;51;31;387;605
00-1-03-01-0527;1;43;35;97;53;53;58;38;378;605
00-1-03-01-0528;5;50;24;94;63;63;50;36;385;605
00-1-03-01-0529;3;39;25;121;42;54;54;32;370;605
00-1-03-01-0530;3;46;29;102;63;61;65;23;392;606
00-1-03-01-0531;2;29;28;94;64;50;73;49;389;600
00-1-03-01-0532;5;35;29;72;51;58;58;59;367;600
00-1-03-01-0533;2;38;30;95;50;55;53;49;372;600
00-1-03-01-0534;7;51;22;89;67;71;71;37;415;600
00-1-03-01-0535;6;37;32;104;36;55;61;39;370;600
00-1-03-01-0536;1;41;33;94;61;59;53;33;375;600
00-1-03-01-0537;2;34;35;85;65;61;70;36;388;600
00-1-03-01-0538;2;50;25;91;57;69;61;36;391;600
00-1-03-01-0539;3;41;32;92;68;54;67;34;391;600
00-1-03-01-0540;2;35;23;120;55;54;54;36;379;578
00-1-03-01-0542;2;0;8;20;0;4;3;4;41;69
00-1-03-02-0543;2;28;26;83;52;84;44;27;346;615
00-1-03-02-0544;5;31;26;78;43;75;58;50;366;615
00-1-03-02-0545;5;27;14;125;39;67;51;44;372;615
00-1-03-02-0546;7;32;23;96;58;80;57;56;409;615
00-1-03-02-0547;6;41;33;93;58;68;46;46;391;615
00-1-03-02-0548;3;40;32;102;39;73;42;45;376;615
00-1-03-02-0549;2;28;23;93;47;66;57;43;359;615
00-1-03-02-0550;1;42;23;85;53;62;48;26;340;615
00-1-03-02-0551;3;33;23;97;46;72;50;39;363;615
00-1-03-02-0552;6;34;28;105;41;63;52;51;380;615
00-1-03-02-0553;3;28;31;100;49;94;55;33;393;615
00-1-03-02-0555;1;36;25;97;56;71;51;32;369;615
00-1-03-02-0556;4;37;36;88;53;74;46;32;370;615
00-1-03-02-0557;3;33;21;106;50;63;66;42;384;616
00-1-03-02-0558;3;44;23;153;28;27;46;34;358;513
00-1-03-02-0559;1;37;22;136;30;37;57;29;349;514
00-1-03-02-0560;2;25;27;70;50;93;59;31;357;610
00-1-03-02-0561;3;16;19;132;51;70;51;26;368;610
00-1-03-02-0562;3;43;31;95;53;58;64;43;390;610
00-1-03-02-0563;4;29;19;94;54;75;60;42;377;610
00-1-03-02-0564;7;34;24;99;46;76;63;39;388;610
00-1-03-02-0565;5;26;18;123;53;60;77;31;393;610
00-1-03-02-0566;9;29;27;81;47;82;56;42;373;610
00-1-03-02-0567;4;30;17;83;37;76;72;34;353;610
00-1-03-02-0568;2;27;28;102;50;77;62;33;381;610
00-1-03-02-0569;2;26;30;118;58;62;58;34;388;610
00-1-03-02-0570;3;26;29;99;51;70;57;34;369;610
00-1-03-02-0571;5;22;22;92;64;87;49;41;382;610
00-1-03-02-0572;4;22;23;74;48;111;57;39;378;610
00-1-03-02-0573;4;18;18;83;68;76;65;40;372;610
00-1-03-02-0574;7;31;16;131;52;67;74;26;404;610
00-1-03-02-0575;1;34;32;111;58;65;49;21;371;610
00-1-03-02-0576;1;2;4;52;3;6;7;3;78;92
00-1-03-02-0577;2;30;23;96;53;82;59;44;389;600
00-1-03-02-0578;7;37;23;114;51;54;53;35;374;600
00-1-03-02-0579;2;33;24;125;52;51;59;36;382;600
00-1-03-02-0580;4;28;31;141;36;45;51;48;384;600
00-1-03-02-0581;4;38;16;112;36;52;52;47;357;573
00-1-03-02-0582;4;36;23;122;36;46;61;37;365;572
00-1-03-02-0583;1;9;16;28;18;8;14;29;123;181
00-1-03-02-0584;2;27;32;61;28;47;42;47;286;481
00-1-03-02-0585;3;25;21;71;40;45;53;35;293;481
00-1-03-02-0586;1;20;27;94;43;80;28;57;350;571
00-1-03-02-0587;5;26;21;85;39;82;59;43;360;571
00-1-03-02-0588;1;31;29;90;42;80;34;32;339;571
00-1-03-02-0589;4;28;33;85;37;87;36;50;360;571
00-1-03-02-0590;6;24;28;73;48;62;50;36;327;571
00-1-03-02-0591;2;28;29;77;35;67;49;48;335;571
00-1-03-02-0592;6;26;38;71;43;62;41;37;324;571
00-1-03-02-0593;6;34;21;72;39;65;39;44;320;571
00-1-03-02-0594;4;28;28;75;38;78;39;51;341;576
00-1-03-03-0595;5;26;25;91;52;69;57;46;371;593
00-1-03-03-0596;5;27;28;95;51;56;57;40;359;593
00-1-03-03-0597;3;38;32;78;47;61;34;29;322;593
00-1-03-03-0598;3;39;28;83;46;68;39;36;342;593
00-1-03-03-0599;3;37;16;84;52;45;63;59;359;593
00-1-03-03-0600;3;29;32;112;57;29;51;60;373;593
00-1-03-03-0601;7;38;24;88;54;44;66;41;362;593
00-1-03-03-0602;5;33;34;97;54;39;46;42;350;593
00-1-03-03-0603;2;39;27;100;49;33;48;31;329;593
00-1-03-03-0604;3;34;26;99;55;53;46;51;367;593
00-1-03-03-0605;3;38;27;79;51;55;59;44;356;593
00-1-03-03-0606;8;26;19;77;42;78;62;51;363;593
00-1-03-03-0607;6;27;24;88;50;67;58;39;359;593
00-1-03-03-0608;6;29;27;86;54;53;39;50;344;593
00-1-03-03-0609;6;30;20;102;47;43;42;40;330;593
00-1-03-03-0610;4;36;23;77;40;67;41;40;328;593
00-1-03-03-0611;6;28;33;105;55;53;38;37;355;593
00-1-03-03-0612;5;34;23;108;33;58;57;50;368;593
00-1-03-03-0613;4;36;25;84;37;56;64;50;356;593
00-1-03-03-0614;10;33;25;80;30;53;55;41;327;593
00-1-03-03-0615;3;40;23;85;55;61;39;43;349;593
00-1-03-03-0617;2;38;19;110;51;45;37;45;347;605
00-1-03-04-0618;6;36;30;103;54;62;63;38;392;610
00-1-03-04-0619;3;35;27;109;52;54;70;48;398;610
00-1-03-04-0620;4;53;22;127;48;59;51;53;417;610
00-1-03-04-0621;4;31;13;110;51;55;73;41;378;610
00-1-03-04-0622;5;38;22;118;58;62;54;56;413;610
00-1-03-04-0623;2;36;35;105;63;55;53;54;403;610
00-1-03-04-0624;4;46;38;126;59;44;57;41;415;610
00-1-03-04-0625;1;37;27;114;58;44;74;44;399;610
00-1-03-04-0626;4;33;30;94;55;59;75;38;388;610
00-1-03-04-0627;0;47;25;94;67;60;55;47;395;610
00-1-03-04-0628;6;43;36;108;47;65;59;50;414;610
00-1-03-04-0629;6;34;32;137;65;25;67;42;408;610
00-1-03-04-0630;2;41;21;105;58;52;58;38;375;610
00-1-03-04-0631;6;28;24;132;51;42;57;48;388;610
00-1-03-04-0632;5;34;24;110;59;61;63;46;402;610
00-1-03-04-0633;2;32;23;108;70;52;61;44;392;610
00-1-03-04-0634;5;38;28;135;50;46;60;43;405;610
00-1-03-04-0635;0;18;31;123;65;59;48;53;397;610
00-1-03-04-0636;2;43;16;84;62;64;53;42;366;623
00-1-03-04-0637;0;2;3;40;3;14;5;7;74;242
00-1-03-04-0638;1;0;0;8;0;0;0;1;10;35
00-1-03-04-0639;1;0;4;3;1;1;3;1;14;30
00-1-03-05-0640;3;50;24;130;73;50;64;30;424;591
00-1-03-05-0641;3;38;23;152;75;40;74;33;438;591
00-1-03-05-0642;4;48;25;124;86;47;62;30;426;591
00-1-03-05-0643;2;52;23;110;89;47;57;42;422;591
00-1-03-05-0644;3;44;24;142;79;37;65;39;433;591
00-1-03-05-0645;3;38;20;152;78;28;66;42;427;591
00-1-03-05-0646;3;51;24;128;72;46;66;38;428;591
00-1-03-05-0647;2;43;23;111;85;28;71;31;394;591
00-1-03-05-0648;0;55;19;124;67;44;53;27;389;591
00-1-03-05-0649;2;52;24;158;69;38;64;32;439;591
00-1-03-05-0650;3;49;22;114;85;39;69;34;415;591
00-1-03-05-0652;1;39;21;121;74;38;84;35;413;591
00-1-03-05-0653;3;37;28;133;78;30;83;30;422;591
00-1-03-05-0654;3;57;17;130;66;35;76;29;413;591
00-1-03-05-0655;4;50;25;126;67;39;57;45;413;602
00-1-03-06-0656;4;38;15;137;25;32;27;42;320;488
00-1-03-06-0657;5;38;20;152;36;21;34;41;347;488
00-1-03-06-0658;4;33;26;167;29;17;27;32;335;488
00-1-03-06-0659;4;29;22;155;34;25;25;55;349;488
00-1-03-06-0660;8;18;14;149;18;18;16;43;284;461
00-1-03-06-0661;7;39;22;163;14;26;24;37;332;462
00-1-03-06-0662;5;10;8;56;13;10;18;38;158;218
00-1-03-07-0663;6;38;20;125;42;62;52;38;383;600
00-1-03-07-0664;5;36;19;135;52;39;61;42;389;600
00-1-03-07-0665;2;43;24;122;60;43;57;47;398;600
00-1-03-07-0666;3;37;22;126;54;43;57;42;384;600
00-1-03-07-0667;6;36;34;94;48;58;72;39;387;596
00-1-03-07-0668;4;33;22;109;56;43;52;40;359;595
00-1-03-07-0669;0;26;19;54;45;67;47;45;303;553
00-1-03-07-0670;3;27;23;85;49;64;47;28;326;553
00-1-03-07-0671;1;26;20;69;39;67;45;36;303;553
00-1-03-07-0672;6;27;24;94;36;62;41;31;321;553
00-1-03-07-0673;5;25;21;88;34;71;51;35;330;553
00-1-03-07-0675;6;28;21;71;47;51;50;34;308;556
00-1-03-08-0676;6;21;22;181;32;13;27;28;330;461
00-1-03-08-0677;7;39;29;188;37;14;36;26;376;462
00-1-03-08-0678;3;22;12;178;38;19;22;37;331;457
00-1-03-08-0679;10;27;12;160;36;26;22;23;316;458
00-1-03-08-0680;3;32;19;281;21;17;25;17;415;529
00-1-03-08-0681;6;32;16;228;27;19;26;11;365;529
00-1-03-08-0682;12;22;37;160;23;27;27;51;359;467
00-1-03-09-0683;9;20;28;128;32;22;59;75;373;537
00-1-03-09-0684;5;28;22;128;42;30;51;45;351;537
00-1-03-09-0685;6;34;26;136;28;31;40;50;351;538
00-1-03-09-0686;0;13;16;83;11;8;17;40;188;340
00-1-03-09-0687;2;5;9;54;5;11;5;14;105;173
00-1-03-09-0688;2;28;12;79;24;16;35;38;234;369
00-1-03-09-0689;4;23;16;100;5;22;42;32;244;370
00-1-03-09-0690;3;10;15;65;3;7;4;10;117;148
00-1-03-09-0691;5;24;21;96;2;8;11;16;183;232
00-1-03-10-0692;3;41;16;80;59;44;64;64;371;541
00-1-03-10-0693;2;37;30;91;85;42;57;43;387;541
00-1-03-10-0694;5;32;22;115;49;43;72;50;388;541
00-1-03-10-0695;1;37;20;122;58;50;52;38;378;541
00-1-03-10-0696;3;41;33;108;67;26;57;40;375;541
00-1-03-10-0697;1;47;24;84;76;63;56;47;398;607
00-1-03-10-0698;6;33;28;97;62;66;71;34;397;607
00-1-03-10-0699;8;28;31;97;59;62;61;32;378;607
00-1-03-10-0700;3;34;29;117;49;69;58;41;400;607
00-1-03-10-0701;2;43;36;108;62;66;61;39;417;607
00-1-03-10-0702;4;33;35;75;56;54;54;33;344;607
00-1-03-10-0703;4;25;24;95;57;55;57;43;360;607
00-1-03-10-0704;6;39;27;104;47;78;50;48;399;607
00-1-03-10-0705;5;20;26;97;48;68;62;35;361;607
00-1-03-10-0706;8;29;26;96;72;61;66;38;396;607
00-1-03-10-0707;3;36;32;101;59;74;56;33;394;610
00-1-03-11-0708;4;35;31;104;47;51;65;31;368;589
00-1-03-11-0709;2;33;24;92;52;66;58;38;365;589
00-1-03-11-0710;6;32;18;101;59;52;62;40;370;589
00-1-03-11-0711;2;35;13;111;57;51;58;41;368;589
00-1-03-11-0712;1;46;25;112;54;41;59;41;379;589
00-1-03-11-0713;4;30;39;88;48;58;55;31;353;589
00-1-03-11-0714;3;48;24;115;52;53;55;39;389;589
00-1-03-11-0715;1;36;18;89;56;53;61;26;340;589
00-1-03-11-0716;2;49;22;93;65;44;66;34;375;589
00-1-03-11-0717;3;22;24;101;61;62;65;47;385;589
00-1-03-11-0718;4;19;25;98;66;70;53;30;365;589
00-1-03-11-0719;5;34;23;114;55;31;69;41;372;589
00-1-03-11-0720;2;42;22;88;52;55;61;36;358;589
00-1-03-11-0721;4;33;21;84;85;52;54;39;372;589
00-1-03-11-0722;5;29;24;94;52;38;82;36;360;589
00-1-03-11-0723;4;42;17;104;52;43;54;35;351;589
00-1-03-11-0724;3;39;30;92;72;49;51;34;370;589
00-1-03-11-0725;0;44;30;108;60;43;63;46;394;589
00-1-03-11-0726;8;35;19;96;52;50;65;43;368;593
00-1-03-11-0728;2;30;29;97;51;62;67;29;367;556
00-1-03-11-0729;1;39;29;75;63;52;68;41;368;556
00-1-03-11-0730;4;32;23;101;57;57;63;22;359;556
00-1-03-11-0731;1;40;28;87;66;47;70;39;378;556
00-1-03-11-0732;1;27;34;117;70;38;63;35;385;556
00-1-03-11-0733;6;38;11;87;63;61;56;53;375;556
00-1-03-11-0734;3;29;20;93;64;57;49;43;358;556
00-1-03-11-0735;2;37;27;86;52;49;59;27;339;556
00-1-03-11-0736;2;27;40;100;60;51;55;39;374;559
00-1-03-12-0737;4;47;27;108;64;39;80;48;417;609
00-1-03-12-0738;5;33;31;134;65;54;70;40;432;609
00-1-03-12-0739;1;34;25;93;75;57;75;52;412;609
00-1-03-12-0740;4;52;35;133;55;45;59;46;429;609
00-1-03-12-0741;2;39;22;94;66;72;71;51;417;609
00-1-03-12-0742;4;42;36;109;76;46;65;42;420;609
00-1-03-12-0743;1;41;21;116;60;56;64;53;412;609
00-1-03-12-0744;1;35;37;122;53;37;53;66;404;609
00-1-03-12-0745;0;45;29;112;51;54;75;39;405;609
00-1-03-12-0746;4;51;27;100;67;46;65;36;396;609
00-1-03-12-0748;2;51;28;140;71;38;66;55;451;610
00-1-03-12-0749;1;39;23;130;69;37;89;34;422;575
00-1-03-12-0750;2;31;27;91;75;43;82;43;394;575
00-1-03-12-0751;1;32;26;105;55;47;84;38;388;575
00-1-03-12-0752;4;37;31;103;58;46;90;40;409;575
00-1-03-12-0753;1;57;24;108;70;44;72;48;424;575
00-1-03-12-0754;3;39;31;105;56;37;85;44;400;575
00-1-03-12-0755;2;36;29;85;67;33;77;61;390;575
00-1-03-12-0756;2;39;27;103;54;48;72;44;389;575
00-1-03-12-0757;2;37;29;108;83;41;74;38;412;575
00-1-03-12-0758;2;59;20;104;67;47;68;35;402;581
00-1-03-13-0759;3;17;23;65;24;121;23;28;304;632
00-1-03-13-0760;3;16;27;85;22;72;40;32;297;632
00-1-03-13-0761;4;17;22;70;23;77;38;39;290;632
00-1-03-13-0762;4;11;17;63;22;102;39;39;297;632
00-1-03-13-0763;5;22;23;50;30;104;32;28;294;632
00-1-03-13-0764;6;22;22;74;23;100;35;25;307;632
00-1-03-13-0765;9;16;25;76;25;77;30;28;286;632
00-1-03-13-0766;0;20;17;68;26;97;20;30;278;632
00-1-03-13-0767;24;14;16;70;27;86;27;17;281;632
00-1-03-13-0768;6;17;24;47;30;110;42;34;310;632
00-1-03-13-0769;8;18;22;84;20;94;35;34;315;632
00-1-03-13-0770;9;16;14;65;28;97;29;37;295;632
00-1-03-13-0771;4;25;34;62;29;103;24;32;313;632
00-1-03-13-0772;3;18;30;57;26;88;32;28;282;632
00-1-03-13-0773;5;23;22;81;18;111;32;46;338;632
00-1-03-13-0774;5;20;20;74;20;86;29;22;276;632
00-1-03-13-0775;11;28;13;48;26;96;33;31;286;632
00-1-03-13-0777;1;14;22;65;20;84;45;34;285;632
00-1-03-13-0778;2;16;17;68;26;100;32;23;284;632
00-1-03-13-0779;6;26;17;71;38;109;34;34;335;632
00-1-03-13-0780;5;22;14;68;30;76;33;35;283;642
00-1-04-01-0781;2;42;27;102;44;18;76;70;381;601
00-1-04-01-0782;3;41;27;147;45;29;60;66;418;601
00-1-04-01-0783;7;31;33;134;31;27;71;55;389;601
00-1-04-01-0784;1;25;31;136;25;26;81;73;398;601
00-1-04-01-0785;3;53;29;119;35;37;77;59;412;601
00-1-04-01-0786;6;39;23;118;38;30;98;48;400;601
00-1-04-01-0787;1;32;34;137;49;11;71;62;397;601
00-1-04-01-0788;3;36;28;139;34;22;69;61;392;601
00-1-04-01-0789;3;42;18;152;39;24;59;63;400;601
00-1-04-01-0790;4;43;18;117;49;31;83;46;391;601
00-1-04-01-0791;8;42;32;116;41;25;67;61;392;601
00-1-04-01-0792;4;40;25;124;40;23;87;60;403;601
00-1-04-01-0793;4;49;23;101;38;37;75;71;398;601
00-1-04-01-0794;2;46;28;96;53;23;91;90;429;602
00-1-04-01-0795;6;21;8;102;14;14;46;39;250;468
00-1-04-01-0796;4;20;16;82;13;11;58;47;251;469
00-1-04-01-0797;0;24;12;100;40;20;58;40;294;392
00-1-04-01-0799;1;9;3;8;2;3;5;5;36;74
00-1-04-01-0800;3;1;7;9;1;2;0;3;26;38
00-1-04-01-0801;0;18;20;82;15;20;49;41;245;343
00-1-04-01-0802;2;24;24;93;21;10;36;44;254;344
00-1-04-02-0803;7;29;22;129;22;16;63;78;366;590
00-1-04-02-0804;7;28;18;105;22;39;59;39;317;501
00-1-04-02-0805;2;24;20;148;8;28;59;35;324;501
00-1-04-02-0806;1;39;16;92;26;26;69;60;329;502
00-1-04-02-0807;5;1;5;31;1;1;7;17;68;104
00-1-04-02-0808;5;8;13;33;6;5;12;22;104;172
00-1-04-02-0809;0;2;4;31;5;4;3;6;55;84
00-1-04-02-0810;2;6;11;49;2;6;8;18;102;171
00-1-04-02-0811;7;15;10;74;10;11;41;26;194;302
00-1-04-02-0812;0;2;2;31;1;6;1;13;56;121
00-1-04-02-0813;4;10;16;96;8;2;54;56;246;359
00-1-04-02-0814;6;39;21;112;21;10;78;59;346;493
00-1-04-02-0815;6;26;24;108;12;20;62;58;316;493
00-1-04-02-0816;6;38;25;89;25;30;53;53;319;494
00-1-04-03-0817;6;24;34;79;37;10;76;61;327;467
00-1-04-03-0818;6;23;21;98;22;23;48;86;327;467
00-1-04-03-0819;8;37;30;88;24;28;53;56;324;467
00-1-04-03-0820;9;25;23;90;21;16;59;66;309;452
00-1-04-03-0821;6;29;32;93;18;12;59;56;305;452
00-1-04-03-0822;1;44;38;151;28;36;73;46;417;608
00-1-04-03-0823;6;19;31;144;29;44;67;48;388;608
00-1-04-03-0824;2;8;16;105;14;15;54;55;269;418
00-1-04-04-0825;4;22;12;136;15;14;43;75;321;448
00-1-04-04-0826;7;17;29;104;26;12;41;86;322;448
00-1-04-04-0827;1;8;1;56;3;4;9;31;113;148
00-1-04-05-0828;13;16;16;147;14;8;61;74;349;517
00-1-04-05-0829;6;21;22;153;30;14;40;71;357;518
00-1-04-05-0830;5;3;9;99;6;4;24;82;232;353
00-1-04-06-0831;7;1;15;146;6;16;48;19;258;393
00-1-04-06-0832;6;3;15;112;13;15;54;33;251;393
00-1-04-06-0833;8;12;10;109;5;10;87;15;256;352
00-1-04-06-0834;5;9;10;96;5;7;92;33;257;353
00-1-04-07-0835;4;17;14;72;17;8;40;57;229;310
00-1-04-07-0836;4;20;5;93;14;12;42;38;228;311
00-1-04-08-0837;5;25;28;113;37;37;57;61;363;525
00-1-04-08-0838;7;24;20;126;32;29;51;43;332;525
00-1-04-08-0839;2;26;17;106;26;33;63;46;319;525
00-1-04-08-0840;4;20;20;97;39;32;65;55;332;525
00-1-04-08-0841;0;41;18;92;26;46;82;36;341;525
00-1-04-08-0842;8;34;16;83;36;27;73;51;328;528
00-1-04-08-0843;2;13;9;61;14;12;22;25;158;248
00-1-04-09-0844;3;1;9;60;0;0;7;26;106;192
00-1-04-09-0845;30;0;27;54;0;24;6;68;209;359
00-1-04-09-0846;6;6;8;73;4;11;28;36;172;284
00-1-04-09-0847;4;3;3;32;1;9;7;24;83;131
00-1-04-09-0848;0;5;12;73;5;28;25;49;197;333
00-1-04-09-0849;8;6;12;82;7;33;25;28;201;334
00-1-04-09-0850;2;4;4;36;0;6;8;6;66;113
00-1-04-09-0851;1;2;3;14;1;3;10;15;49;92
00-1-04-09-0852;2;0;11;27;1;6;21;17;85;147
00-1-04-09-0853;1;5;4;56;2;5;8;26;107;205
00-1-04-09-0854;0;0;0;11;0;7;1;7;26;41
00-1-05-01-0855;6;40;16;103;36;34;64;74;373;572
00-1-05-01-0856;2;50;24;134;37;20;63;58;388;572
00-1-05-01-0858;4;64;33;103;33;39;42;69;387;572
00-1-05-01-0859;4;62;23;96;41;27;46;72;371;572
00-1-05-01-0860;3;58;16;123;49;40;48;50;387;572
00-1-05-01-0861;5;61;25;75;28;25;56;84;359;572
00-1-05-01-0862;5;52;28;99;51;26;54;71;386;572
00-1-05-01-0863;4;66;24;132;37;16;39;59;377;579
00-1-05-01-0864;7;50;35;75;27;13;33;79;319;474
00-1-05-01-0865;9;51;23;148;36;22;68;26;383;595
00-1-05-01-0866;5;60;24;83;39;27;85;56;379;596
00-1-05-01-0867;9;56;29;116;26;35;33;42;346;624
00-1-05-01-0868;7;44;27;129;35;27;60;71;400;624
00-1-05-01-0869;0;0;4;17;0;0;3;5;29;54
00-1-05-02-0870;3;3;6;27;5;4;11;19;78;124
00-1-05-02-0871;6;26;31;112;30;17;44;73;339;584
00-1-05-02-0872;4;36;11;111;38;21;60;67;348;584
00-1-05-02-0873;6;50;34;94;29;28;64;72;377;584
00-1-05-02-0874;4;37;21;116;34;31;48;59;350;587
00-1-05-02-0875;0;0;2;0;2;6;1;3;14;24
00-1-05-02-0876;1;7;8;21;9;12;14;11;83;128
00-1-05-02-0877;3;5;3;84;6;5;13;16;135;195
00-1-05-02-0878;0;10;7;56;10;6;37;38;164;255
00-1-05-02-0879;0;0;2;4;0;11;0;14;31;46
00-1-05-03-0880;8;32;31;83;19;26;53;35;287;455
00-1-05-03-0881;4;52;17;62;17;17;65;44;278;456
00-1-05-03-0882;7;28;27;87;6;47;89;52;343;563
00-1-06-01-0883;1;28;28;116;46;34;57;52;362;600
00-1-06-01-0884;3;31;24;98;41;59;57;42;355;600
00-1-06-01-0885;3;32;26;130;54;60;61;43;409;600
00-1-06-01-0886;3;44;26;93;55;39;58;45;363;600
00-1-06-01-0887;6;44;19;98;50;52;49;37;355;600
00-1-06-01-0888;2;36;32;99;59;38;72;31;369;600
00-1-06-01-0889;4;37;33;98;50;41;56;55;374;600
00-1-06-01-0890;4;49;26;107;58;47;64;46;401;600
00-1-06-01-0891;4;28;22;100;55;39;53;50;351;600
00-1-06-01-0892;8;33;33;127;51;47;54;42;395;600
00-1-06-01-0893;1;42;19;115;63;47;49;56;392;600
00-1-06-01-0894;8;36;19;131;67;37;48;45;391;600
00-1-06-01-0895;1;38;36;135;51;30;64;53;408;600
00-1-06-01-0896;1;28;25;101;45;25;53;46;324;600
00-1-06-01-0897;5;40;25;94;58;43;55;38;358;600
00-1-06-01-0898;8;38;22;116;52;52;57;32;377;600
00-1-06-01-0899;2;48;26;129;53;39;60;35;392;600
00-1-06-01-0900;3;25;21;96;66;58;59;35;363;600
00-1-06-01-0902;2;41;22;109;53;34;58;42;361;600
00-1-06-01-0904;4;40;35;110;45;38;62;44;378;600
00-1-06-01-0905;3;36;29;103;57;40;62;37;367;600
00-1-06-01-0906;7;32;22;116;42;38;40;47;344;600
00-1-06-01-0907;2;35;25;126;45;42;43;38;356;600
00-1-06-01-0908;2;45;27;84;50;40;72;54;374;600
00-1-06-01-0909;5;44;35;132;57;49;49;40;411;600
00-1-06-01-0910;3;30;21;122;39;48;59;40;362;600
00-1-06-01-0911;4;35;26;105;48;44;43;47;352;600
00-1-06-01-0912;5;39;37;91;49;46;47;61;375;600
00-1-06-01-0913;2;48;27;105;51;36;50;34;353;575
00-1-06-01-0914;4;41;24;106;58;38;54;41;366;574
00-1-06-01-0915;2;40;31;87;40;56;46;59;361;600
